"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Dec-2025"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"SBINEQINAV","EQ","-","-","-","-"
"SBINEQWETF","EQ","     34.41","23-OCT-2025","     27.30","07-APR-2025"
"SBISILINAV","EQ","-","-","-","-"
"SBISILVER","EQ","    190.00","12-DEC-2025","     84.75","20-DEC-2024"
"SCHAEFFLER","EQ","   4392.00","07-OCT-2025","   2823.00","07-APR-2025"
"SCHAND","EQ","    257.90","19-JUN-2025","    155.00","09-DEC-2025"
"SCHNEIDER","EQ","   1052.00","05-AUG-2025","    540.00","09-MAY-2025"
"SCI","EQ","    280.50","24-OCT-2025","    138.26","03-MAR-2025"
"SCILAL","EQ","     71.43","16-DEC-2024","     42.85","03-MAR-2025"
"SCML","ST","    159.50","08-DEC-2025","     68.05","17-SEP-2025"
"SCODATUBES","EQ","    230.85","14-JUL-2025","    135.10","04-JUN-2025"
"SCPL","EQ","    368.95","23-APR-2025","    190.03","09-DEC-2025"
"SDBL","EQ","    173.03","27-JUN-2025","     95.61","12-FEB-2025"
"SDL26BEES","EQ","    137.34","22-SEP-2025","    124.95","07-APR-2025"
"SDL26BINAV","EQ","-","-","-","-"
"SDREAMS","SM","    198.50","18-DEC-2024","     86.35","19-MAR-2025"
"SEAMECLTD","EQ","   1216.00","01-JAN-2025","    752.55","06-AUG-2025"
"SECL","ST","     31.00","10-OCT-2024","      4.45","15-DEC-2025"
"SECMARK","EQ","    174.63","23-MAY-2025","     75.00","07-APR-2025"
"SECURKLOUD","BE","     35.79","08-JAN-2025","     16.01","17-NOV-2025"
"SEITINVIT","IV","    116.17","23-JUL-2025","    108.00","14-AUG-2025"
"SEJALLTD","BE","   1036.70","28-OCT-2025","    313.50","04-MAR-2025"
"SEL","SM","    610.00","27-DEC-2024","    181.10","09-DEC-2025"
"SELECTIPO","EQ","     57.75","14-AUG-2025","     35.40","07-APR-2025"
"SELIPOINAV","EQ","-","-","-","-"
"SELLOWRAP","SM","    139.65","29-AUG-2025","     70.00","08-DEC-2025"
"SELMC","EQ","     49.90","18-DEC-2024","     25.50","04-MAR-2025"
"SEMAC","EQ","    568.90","28-JUL-2025","    270.00","30-JAN-2025"
"SENCO","EQ","    584.00","16-DEC-2024","    227.40","17-MAR-2025"
"SENORES","EQ","    848.50","15-DEC-2025","    435.25","13-JAN-2025"
"SENSEXADD","EQ","     88.20","01-DEC-2025","     72.00","07-APR-2025"
"SENSEXETF","EQ","     88.30","28-NOV-2025","     72.01","07-APR-2025"
"SENSEXIETF","EQ","    999.84","25-NOV-2025","    812.04","07-APR-2025"
"SENSEXINAV","EQ","-","-","-","-"
"SEPC","EQ","     23.34","17-DEC-2024","      8.51","09-DEC-2025"
"SEQUENT","EQ","    257.85","19-NOV-2025","    117.35","07-APR-2025"
"SERVICE","SM","     83.20","03-JAN-2025","     39.40","05-DEC-2025"
"SERVOTECH","EQ","    180.84","17-DEC-2024","     79.00","09-DEC-2025"
"SESHAPAPER","EQ","    333.00","16-DEC-2024","    226.19","09-DEC-2025"
"SETCO","EQ","     21.68","27-MAR-2025","     13.70","20-AUG-2025"
"SETF10GILT","EQ","    265.63","17-NOV-2025","    241.01","14-JAN-2025"
"SETF10INAV","EQ","-","-","-","-"
"SETF50INAV","EQ","-","-","-","-"
"SETFGOINAV","EQ","-","-","-","-"
"SETFGOLD","EQ","    115.16","15-DEC-2025","     63.95","24-DEC-2024"
"SETFNIF50","EQ","    286.41","21-NOV-2025","    227.33","07-APR-2025"
"SETFNIFBK","EQ","    625.74","02-DEC-2025","    465.64","15-OCT-2025"
"SETFNIINAV","EQ","-","-","-","-"
"SETFNN50","EQ","    774.94","17-DEC-2024","    585.51","07-APR-2025"
"SETFNNINAV","EQ","-","-","-","-"
"SETUINFRA","BZ","      1.12","19-JUN-2025","       .43","08-DEC-2025"
"SEYAIND","BE","     32.65","11-NOV-2024","     12.63","01-APR-2025"
"SFL","EQ","   1058.70","03-JAN-2025","    573.60","15-DEC-2025"
"SFML","SM","     75.00","18-DEC-2024","     27.40","28-MAR-2025"
"SGFIN","EQ","    426.15","14-OCT-2025","    339.90","29-SEP-2025"
"SGIL","EQ","    633.25","08-SEP-2025","    342.00","04-MAR-2025"
"SGL","EQ","     20.89","17-DEC-2024","     10.04","07-APR-2025"
"SGLTL","EQ","    213.80","16-JAN-2025","    124.00","04-MAR-2025"
"SGMART","EQ","    389.55","19-SEP-2025","    321.95","11-DEC-2025"
"SHAH","EQ","      5.18","17-JUN-2025","      2.80","28-MAR-2025"
"SHAHALLOYS","EQ","     83.85","06-NOV-2025","     43.30","04-MAR-2025"
"SHAILY","EQ","   2799.90","17-NOV-2025","   1301.00","29-JAN-2025"
"SHAIVAL","ST","-","-","-","-"
"SHAKTIPUMP","EQ","   1387.00","09-JAN-2025","    548.45","10-DEC-2025"
"SHALBY","EQ","    274.70","22-SEP-2025","    177.25","16-JUN-2025"
"SHALPAINTS","EQ","    144.00","31-JAN-2025","     58.00","15-DEC-2025"
"SHANKARA","EQ","   1209.80","31-JUL-2025","    109.32","09-DEC-2025"
"SHANTHALA","ST","     46.90","19-AUG-2025","     20.40","11-MAR-2025"
"SHANTI","EQ","     23.87","02-JUN-2025","      8.36","02-SEP-2025"
"SHANTIGEAR","EQ","    619.80","24-JUL-2025","    399.00","03-MAR-2025"
"SHANTIGOLD","EQ","    274.10","21-AUG-2025","    190.22","11-DEC-2025"
"SHARDACROP","EQ","   1181.00","29-JUL-2025","    452.25","09-APR-2025"
"SHARDAMOTR","EQ","   1248.00","07-JUL-2025","    625.00","07-APR-2025"
"SHAREINDIA","EQ","    333.20","17-DEC-2024","    127.50","30-SEP-2025"
"SHARIABEES","EQ","    555.17","16-DEC-2024","    439.91","20-DEC-2024"
"SHARIBENAV","EQ","-","-","-","-"
"SHEEL","SM","     95.55","08-OCT-2025","     73.30","18-NOV-2025"
"SHEETAL","SM","    159.00","12-DEC-2025","     60.20","14-JAN-2025"
"SHEKHAWATI","EQ","     32.69","06-JAN-2025","     17.31","20-NOV-2025"
"SHEMAROO","EQ","    176.90","16-DEC-2024","     88.80","17-MAR-2025"
"SHERA","SM","    214.00","01-JAN-2025","    117.80","09-DEC-2025"
"SHETHJI","SM","    123.65","26-NOV-2025","     95.50","14-NOV-2025"
"SHIGAN","SM","    129.00","08-JAN-2025","     44.05","11-DEC-2025"
"SHILCTECH","EQ","   4350.00","24-NOV-2025","   3675.10","09-DEC-2025"
"SHILPAMED","EQ","    500.00","16-JUN-2025","    277.50","07-APR-2025"
"SHIVALIK","EQ","    879.05","06-FEB-2025","    351.10","09-DEC-2025"
"SHIVAMAUTO","EQ","     51.38","16-DEC-2024","     24.80","07-APR-2025"
"SHIVAMILLS","EQ","    110.45","16-DEC-2024","     58.75","12-DEC-2025"
"SHIVASHRIT","SM","    148.50","01-SEP-2025","    118.00","15-OCT-2025"
"SHIVATEX","EQ","    273.59","21-JAN-2025","    168.00","07-APR-2025"
"SHIVAUM","EQ","    312.00","14-NOV-2025","    237.50","12-FEB-2025"
"SHK","EQ","    275.90","16-DEC-2024","    156.61","03-MAR-2025"
"SHKSIL","SM","     84.00","15-JUL-2025","     53.20","03-DEC-2025"
"SHOPERSTOP","EQ","    688.70","15-JAN-2025","    391.50","08-DEC-2025"
"SHRADHA","EQ","     88.97","30-DEC-2024","     38.00","11-DEC-2025"
"SHREDIGCEM","EQ","    107.70","25-AUG-2025","     63.55","19-FEB-2025"
"SHREECEM","EQ","  32490.00","23-JUL-2025","  24817.80","13-JAN-2025"
"SHREEJISPG","EQ","    352.00","02-DEC-2025","    222.00","09-OCT-2025"
"SHREEKARNI","SM","    852.90","16-JAN-2025","    470.00","08-DEC-2025"
"SHREEOSFM","SM","    145.35","23-APR-2025","     82.50","15-DEC-2025"
"SHREEPUSHK","EQ","    476.00","23-SEP-2025","    220.50","07-APR-2025"
"SHREERAMA","EQ","     67.40","04-SEP-2025","     30.55","19-FEB-2025"
"SHREMINVIT","IV","    118.00","17-DEC-2024","    101.05","27-NOV-2025"
"SHRENIK","EQ","       .92","18-DEC-2024","       .40","28-NOV-2025"
"SHREYANIND","EQ","    254.99","20-DEC-2024","    164.11","28-MAR-2025"
"SHRIAHIMSA","ST","    280.10","10-NOV-2025","    126.50","09-APR-2025"
"SHRIKANHA","ST","     88.00","10-DEC-2025","     75.50","15-DEC-2025"
"SHRINGARMS","EQ","    237.40","04-NOV-2025","    177.51","30-SEP-2025"
"SHRIPISTON","EQ","   3259.90","15-DEC-2025","   1662.55","07-APR-2025"
"SHRIRAMFIN","EQ","    872.00","28-NOV-2025","    493.35","20-JAN-2025"
"SHRIRAMPPS","EQ","    116.44","16-DEC-2024","     63.13","03-MAR-2025"
"SHRITECH","SM","     95.50","20-JUN-2025","     58.00","19-FEB-2025"
"SHUBHLAXMI","ST","     36.55","03-JAN-2025","     13.35","26-AUG-2025"
"SHUBHSHREE","SM","    494.95","20-AUG-2025","    268.70","19-FEB-2025"
"SHYAMCENT","BE","     14.73","27-DEC-2024","      4.71","21-NOV-2025"
"SHYAMMETL","EQ","   1001.00","31-JUL-2025","    628.25","10-JAN-2025"
"SHYAMTEL","EQ","     27.32","18-DEC-2024","     11.40","08-DEC-2025"
"SICALLOG","BE","    153.87","27-DEC-2024","     79.07","05-MAR-2025"
"SIDDHICOTS","SM","     86.40","26-SEP-2025","     27.15","05-DEC-2025"
"SIDDHIKA","SM","    243.00","30-OCT-2025","    154.05","12-FEB-2025"
"SIEMENS","EQ","   8035.95","16-DEC-2024","   2450.00","07-APR-2025"
"SIGACHI","EQ","     59.59","16-JUN-2025","     30.51","13-AUG-2025"
"SIGIND","EQ","     81.00","03-JUN-2025","     39.99","17-MAR-2025"
"SIGMA","BE","     65.50","03-OCT-2025","     21.01","07-APR-2025"
"SIGNATURE","EQ","   1414.80","03-JAN-2025","    988.00","09-OCT-2025"
"SIGNORIA","SM","    135.60","05-JUN-2025","     60.00","28-MAR-2025"
"SIGNPOST","EQ","    403.30","08-JAN-2025","    180.37","20-JUN-2025"
"SIKKO","BE","      6.83","24-OCT-2025","      3.03","14-FEB-2025"
"SIL","EQ","     30.27","16-DEC-2024","     15.60","11-DEC-2025"
"SILCASINAV","EQ","-","-","-","-"
"SILGO","EQ","     79.00","25-AUG-2025","     26.21","28-JAN-2025"
"SILINV","EQ","    767.00","17-OCT-2025","    430.00","04-MAR-2025"
"SILKFLEX","SM","    112.10","13-JUN-2025","     50.65","28-FEB-2025"
"SILKY","SM","    171.00","07-JUL-2025","    103.00","29-JUL-2025"
"SILLYMONKS","BE","     28.45","06-NOV-2025","     13.45","28-MAR-2025"
"SILVER","EQ","    193.80","12-DEC-2025","     86.30","20-DEC-2024"
"SILVER1","EQ","    188.95","15-DEC-2025","     81.80","23-DEC-2024"
"SILVER360","EQ","    191.80","15-DEC-2025","     78.40","07-APR-2025"
"SILVERADD","EQ","    187.79","12-DEC-2025","     83.30","20-DEC-2024"
"SILVERAG","EQ","    188.50","12-DEC-2025","     83.55","20-DEC-2024"
"SILVERBEES","EQ","    185.35","15-DEC-2025","     77.55","07-APR-2025"
"SILVERBND","EQ","    199.70","15-DEC-2025","    180.00","12-DEC-2025"
"SILVERCASE","EQ","     20.68","12-DEC-2025","      9.00","03-APR-2025"
"SILVERETF","EQ","    187.77","15-DEC-2025","     84.05","20-DEC-2024"
"SILVERIETF","EQ","    196.92","15-DEC-2025","     86.01","20-DEC-2024"
"SILVERINAV","EQ","-","-","-","-"
"SILVERTUC","EQ","    866.00","18-NOV-2025","    610.00","01-APR-2025"
"SIMBHALS","BZ","     22.92","16-DEC-2024","      9.05","09-DEC-2025"
"SIMPLEXINF","EQ","    352.00","17-DEC-2024","    219.00","05-MAR-2025"
"SINCLAIR","EQ","    139.40","02-JAN-2025","     72.86","03-MAR-2025"
"SINDHUTRAD","EQ","     39.29","07-JUL-2025","     13.00","12-MAR-2025"
"SINTERCOM","EQ","    183.85","03-JAN-2025","     99.00","15-DEC-2025"
"SIRCA","EQ","    539.00","19-NOV-2025","    230.69","07-APR-2025"
"SIS","EQ","    401.85","31-JUL-2025","    287.90","19-MAR-2025"
"SITINET","BZ","       .90","17-DEC-2024","       .31","05-DEC-2025"
"SIYSIL","EQ","   1175.00","17-DEC-2024","    555.10","14-AUG-2025"
"SJLOGISTIC","SM","    724.00","17-DEC-2024","    301.05","04-NOV-2025"
"SJS","EQ","   1814.00","19-NOV-2025","    808.15","17-MAR-2025"
"SJVN","EQ","    119.95","17-DEC-2024","     70.00","09-DEC-2025"
"SKFINDIA","EQ","   5074.00","14-OCT-2025","   1785.00","09-DEC-2025"
"SKFINDUS","BE","   2755.00","09-DEC-2025","   2450.50","15-DEC-2025"
"SKIL","BZ","      7.60","12-AUG-2024","      1.06","15-DEC-2025"
"SKIPPER","EQ","    632.90","16-DEC-2024","    342.50","07-APR-2025"
"SKMEGGPROD","EQ","    465.00","03-NOV-2025","    154.00","07-APR-2025"
"SKP","SM","    263.50","20-DEC-2024","    159.95","08-DEC-2025"
"SKYGOLD","EQ","    488.55","17-DEC-2024","    246.05","06-AUG-2025"
"SLONE","SM","    476.00","15-JAN-2025","    220.40","17-MAR-2025"
"SMACAPINAV","EQ","-","-","-","-"
"SMALL250","EQ","     17.64","18-NOV-2025","     15.85","09-DEC-2025"
"SMALLCAP","EQ","     54.50","23-OCT-2025","     37.45","03-MAR-2025"
"SMARTEN","SM","    157.95","25-JUL-2025","     65.10","15-DEC-2025"
"SMARTLINK","EQ","    216.70","18-DEC-2024","    119.50","09-APR-2025"
"SMARTWORKS","EQ","    619.00","04-NOV-2025","    392.70","28-JUL-2025"
"SMCGLOBAL","EQ","     89.68","15-DEC-2025","     50.50","07-APR-2025"
"SML100CASE","EQ","     11.00","14-NOV-2025","      9.48","09-DEC-2025"
"SML100INAV","EQ","-","-","-","-"
"SMLMAH","EQ","   4743.00","25-AUG-2025","   1028.40","28-FEB-2025"
"SMLT","EQ","    182.80","02-JAN-2025","     86.40","09-DEC-2025"
"SMSPHARMA","EQ","    335.00","27-NOV-2025","    176.05","03-MAR-2025"
"SMVD","SM","     21.70","29-MAY-2025","      5.60","23-OCT-2025"
"SNEHAA","SM","    122.00","05-SEP-2025","     67.00","11-DEC-2025"
"SNOWMAN","EQ","     77.27","24-DEC-2024","     39.76","09-DEC-2025"
"SNXT30BEES","EQ","     41.57","21-OCT-2025","     37.03","19-JUN-2025"
"SNXT30INAV","EQ","-","-","-","-"
"SOBHA","EQ","   1732.50","22-JUL-2025","   1075.30","07-APR-2025"
"SOFTTECH","EQ","    564.20","16-DEC-2024","    296.00","19-FEB-2025"
"SOLARA","EQ","    766.45","16-DEC-2024","    442.80","04-MAR-2025"
"SOLARINDS","EQ","  17820.00","30-JUN-2025","   8482.50","28-FEB-2025"
"SOLARWORLD","EQ","    388.50","30-SEP-2025","    272.35","09-DEC-2025"
"SOLEX","EQ","   1985.00","21-NOV-2025","    630.90","01-APR-2025"
"SOMANYCERA","EQ","    703.10","16-DEC-2024","    395.25","07-APR-2025"
"SOMATEX","BE","    161.25","06-NOV-2025","     34.53","11-MAR-2025"
"SOMICONVEY","EQ","    227.90","18-DEC-2024","    124.01","27-NOV-2025"
"SONACOMS","EQ","    640.10","17-DEC-2024","    380.00","07-APR-2025"
"SONAMAC","SM","    135.95","16-DEC-2024","     46.70","15-DEC-2025"
"SONAMLTD","EQ","     80.70","19-DEC-2024","     37.00","07-MAY-2025"
"SONATSOFTW","EQ","    684.90","17-DEC-2024","    286.40","07-APR-2025"
"SONUINFRA","SM","    145.00","27-MAY-2025","     83.00","07-NOV-2025"
"SOTAC","SM","    152.35","01-JUL-2025","     88.05","10-MAR-2025"
"SOTL","EQ","    596.00","17-DEC-2024","    343.25","07-APR-2025"
"SOUTHBANK","EQ","     41.65","20-NOV-2025","     22.30","07-APR-2025"
"SOUTHWEST","BE","    242.00","01-DEC-2025","     99.06","17-MAR-2025"
"SPAL","EQ","    995.00","16-DEC-2024","    628.00","26-MAR-2025"
"SPANDANA","EQ","    494.90","09-JAN-2025","    183.81","07-APR-2025"
"SPARC","EQ","    241.00","16-DEC-2024","    109.30","03-MAR-2025"
"SPCENET","BE","     23.35","16-DEC-2024","      4.78","21-AUG-2025"
"SPCL","SM","    279.00","20-DEC-2024","     71.00","12-DEC-2025"
"SPEB","ST","     60.00","08-DEC-2025","     54.00","11-DEC-2025"
"SPECIALITY","EQ","    162.80","03-FEB-2025","    112.01","11-DEC-2025"
"SPECTRUM","EQ","   2400.00","10-JAN-2025","   1061.70","09-DEC-2025"
"SPECTSTM","SM","    212.00","16-DEC-2024","     70.25","01-DEC-2025"
"SPENCERS","EQ","     96.37","03-JAN-2025","     39.86","09-DEC-2025"
"SPIC","EQ","    128.20","03-SEP-2025","     66.22","13-JAN-2025"
"SPLIL","EQ","     68.00","02-JAN-2025","     30.40","07-APR-2025"
"SPLPETRO","EQ","    979.00","29-SEP-2025","    518.05","03-MAR-2025"
"SPMLINFRA","EQ","    323.40","01-AUG-2025","    136.30","18-MAR-2025"
"SPORTKING","EQ","    140.00","23-JUL-2025","     69.91","04-MAR-2025"
"SPPPOLY","SM","     38.25","17-DEC-2024","     13.25","28-MAR-2025"
"SPRL","ST","    199.40","27-OCT-2025","    104.55","02-MAY-2025"
"SPUNWEB","SM","    173.55","16-SEP-2025","    130.50","14-AUG-2025"
"SRD","EQ","     96.80","20-DEC-2024","     52.00","27-MAR-2025"
"SREEL","EQ","    279.70","28-JAN-2025","    215.42","03-MAR-2025"
"SRF","EQ","   3325.00","10-JUL-2025","   2196.85","30-DEC-2024"
"SRGHFL","EQ","    414.00","03-JAN-2025","    255.10","21-NOV-2025"
"SRHHYPOLTD","EQ","    870.00","20-DEC-2024","    464.30","07-APR-2025"
"SRIVASAVI","SM","    110.50","16-DEC-2024","     45.10","08-DEC-2025"
"SRM","EQ","    649.95","17-NOV-2025","    287.05","04-MAR-2025"
"SRPL","BZ","      1.52","18-DEC-2024","       .46","18-JUN-2025"
"SSDL","EQ","    153.85","16-DEC-2024","     77.05","09-DEC-2025"
"SSEGL","SM","    580.00","10-NOV-2025","    362.00","09-JUL-2025"
"SSFL","SM","    248.30","23-DEC-2024","    124.00","06-NOV-2025"
"SSWL","EQ","    280.00","01-JUL-2025","    167.41","17-MAR-2025"
"STALLION","BE","    423.80","17-OCT-2025","     60.00","03-MAR-2025"
"STANLEY","EQ","    455.00","17-DEC-2024","    221.00","15-DEC-2025"
"STAR","EQ","   1025.00","03-NOV-2025","    513.05","07-APR-2025"
"STARCEMENT","EQ","    308.95","02-SEP-2025","    196.25","14-JAN-2025"
"STARHEALTH","EQ","    534.00","17-NOV-2025","    327.30","07-APR-2025"
"STARPAPER","EQ","    238.00","16-DEC-2024","    152.49","13-MAR-2025"
"STARTECK","EQ","    359.70","02-JAN-2025","    253.85","27-JAN-2025"
"STCINDIA","EQ","    181.40","08-JAN-2025","    104.11","17-MAR-2025"
"STEELCAS","EQ","    255.80","30-JUL-2025","    142.11","07-APR-2025"
"STEELCITY","EQ","    135.83","16-DEC-2024","     85.51","18-FEB-2025"
"STEELXIND","EQ","     11.55","30-JUL-2025","      7.06","07-APR-2025"
"STEL","EQ","    633.30","04-DEC-2025","    310.10","18-FEB-2025"
"STERTOOLS","EQ","    676.00","16-DEC-2024","    260.00","09-DEC-2025"
"STLNETWORK","EQ","     35.40","19-SEP-2025","     20.66","05-SEP-2025"
"STLTECH","EQ","    140.40","18-AUG-2025","     58.86","24-APR-2025"
"STOVEKRAFT","EQ","    975.40","20-JAN-2025","    524.70","03-JUN-2025"
"STUDDS","EQ","    600.00","18-NOV-2025","    503.00","09-DEC-2025"
"STUDIOLSD","SM","     43.20","25-AUG-2025","     13.00","01-DEC-2025"
"STYL","EQ","    437.45","30-SEP-2025","    288.80","15-DEC-2025"
"STYLAMIND","EQ","   2575.45","19-DEC-2024","   1464.25","03-MAR-2025"
"STYLEBAAZA","EQ","    392.00","03-OCT-2025","    181.00","18-FEB-2025"
"STYRENIX","EQ","   3498.00","11-JUN-2025","   1987.10","08-DEC-2025"
"SUBAHOTELS","SM","    200.00","23-OCT-2025","    132.00","09-DEC-2025"
"SUBEXLTD","EQ","     25.07","16-DEC-2024","     10.55","07-APR-2025"
"SUBROS","EQ","   1213.70","29-SEP-2025","    518.00","07-APR-2025"
"SUDARSCHEM","EQ","   1603.00","24-SEP-2025","    796.15","03-MAR-2025"
"SUDEEPPHRM","EQ","    795.00","28-NOV-2025","    631.45","09-DEC-2025"
"SUKHJITS","EQ","    304.85","16-DEC-2024","    144.51","10-DEC-2025"
"SULA","EQ","    439.85","17-DEC-2024","    213.00","11-DEC-2025"
"SUMEETINDS","BE","     40.50","23-OCT-2025","     10.66","19-JUN-2025"
"SUMICHEM","EQ","    665.00","04-AUG-2025","    442.95","24-NOV-2025"
"SUMIT","EQ","    155.99","17-DEC-2024","     68.10","10-DEC-2025"
"SUMMITSEC","EQ","   3469.90","17-DEC-2024","   1380.00","03-MAR-2025"
"SUNCLAY","EQ","   2934.00","09-JAN-2025","   1182.00","09-DEC-2025"
"SUNDARAM","EQ","      2.82","01-JAN-2025","      1.52","30-OCT-2025"
"SUNDARMFIN","EQ","   5419.00","26-MAY-2025","   4066.80","01-JAN-2025"
"SUNDRMBRAK","EQ","   1440.00","30-DEC-2024","    660.50","09-DEC-2025"
"SUNDRMFAST","EQ","   1161.00","16-DEC-2024","    831.15","07-APR-2025"
"SUNDROP","EQ","    987.00","16-DEC-2024","    685.00","07-APR-2025"
"SUNFLAG","EQ","    322.00","03-JUL-2025","    196.37","07-APR-2025"
"SUNLITE","ST","    328.00","05-DEC-2025","     91.00","28-MAR-2025"
"SUNPHARMA","EQ","   1910.00","31-DEC-2024","   1548.00","26-SEP-2025"
"SUNREST","SM","     75.00","07-FEB-2025","     38.50","25-NOV-2025"
"SUNTECH","SM","    110.00","02-JUL-2025","     37.30","10-DEC-2025"
"SUNTECK","EQ","    545.00","21-JAN-2025","    347.00","07-APR-2025"
"SUNTV","EQ","    748.00","17-DEC-2024","    518.05","26-SEP-2025"
"SUPERHOUSE","EQ","    220.49","16-DEC-2024","    129.53","07-APR-2025"
"SUPERSPIN","EQ","     16.67","22-JAN-2025","      8.00","15-DEC-2025"
"SUPRAJIT","EQ","    517.65","24-SEP-2025","    350.00","07-APR-2025"
"SUPREME","EQ","    116.50","23-APR-2025","     69.11","01-AUG-2025"
"SUPREMEENG","BZ","      3.11","20-DEC-2024","       .68","11-NOV-2025"
"SUPREMEIND","EQ","   5156.75","18-DEC-2024","   3095.00","07-APR-2025"
"SUPREMEINF","BZ","    158.31","16-DEC-2024","     79.23","21-NOV-2025"
"SUPREMEPWR","SM","    248.75","01-JAN-2025","    100.00","18-MAR-2025"
"SUPRIYA","EQ","    842.00","03-APR-2025","    556.15","03-MAR-2025"
"SURAJEST","EQ","    652.95","16-DEC-2024","    256.35","09-DEC-2025"
"SURAJLTD","EQ","    530.40","30-DEC-2024","    252.50","09-DEC-2025"
"SURAKSHA","EQ","    446.00","16-DEC-2024","    231.00","04-MAR-2025"
"SURANASOL","EQ","     52.47","16-DEC-2024","     26.10","08-DEC-2025"
"SURANAT&P","EQ","     29.27","09-SEP-2025","     16.30","07-APR-2025"
"SURANI","SM","    211.10","16-DEC-2024","     59.35","05-DEC-2025"
"SURYALAXMI","EQ","    105.00","16-DEC-2024","     54.50","28-MAR-2025"
"SURYAROSNI","EQ","    359.00","25-JUN-2025","    212.55","28-FEB-2025"
"SURYODAY","EQ","    161.48","01-OCT-2025","     97.97","17-MAR-2025"
"SUTLEJTEX","EQ","     77.85","18-DEC-2024","     31.86","15-DEC-2025"
"SUULD","BZ","      5.64","14-AUG-2024","      1.52","15-DEC-2025"
"SUVEN","EQ","    299.99","15-JUL-2025","    102.50","28-FEB-2025"
"SUVIDHAA","EQ","      7.87","27-DEC-2024","      3.40","09-APR-2025"
"SUYOG","EQ","   1968.20","18-DEC-2024","    585.55","09-DEC-2025"
"SUZLON","EQ","     74.30","30-MAY-2025","     46.15","07-APR-2025"
"SVLL","EQ","    855.70","10-JUN-2025","    317.00","24-DEC-2024"
"SVPGLOB","BE","      6.89","28-NOV-2025","      2.37","18-MAR-2025"
"SWANCORP","EQ","    809.80","16-DEC-2024","    362.20","07-APR-2025"
"SWANDEF","BE","   1259.20","15-DEC-2025","     37.80","21-JAN-2025"
"SWARAJ","SM","    287.45","27-NOV-2025","    138.50","07-APR-2025"
"SWARAJENG","EQ","   4720.00","16-JUL-2025","   2517.00","19-FEB-2025"
"SWASTIK","SM","     64.90","09-JAN-2025","     22.85","15-DEC-2025"
"SWELECTES","EQ","   1149.80","19-DEC-2024","    461.10","04-MAR-2025"
"SWIGGY","EQ","    617.30","23-DEC-2024","    297.00","13-MAY-2025"
"SWSOLAR","EQ","    498.70","16-DEC-2024","    196.60","11-DEC-2025"
"SYLVANPLY","SM","     95.95","16-DEC-2024","     55.00","27-MAR-2025"
"SYMPHONY","EQ","   1454.80","04-FEB-2025","    847.40","04-DEC-2025"
"SYNCOMF","EQ","     23.49","28-MAY-2025","     14.10","03-MAR-2025"
"SYNGENE","EQ","    895.75","10-JAN-2025","    599.55","09-MAY-2025"
"SYNOPTICS","SM","    129.90","16-DEC-2024","     51.50","12-MAY-2025"
"SYRMA","EQ","    909.90","13-NOV-2025","    370.00","07-APR-2025"
"SYSTANGO","ST","    411.00","27-NOV-2025","    192.25","07-APR-2025"
"SYSTMTXC","EQ","    177.90","24-NOV-2025","    126.10","06-OCT-2025"
"TAC","SM","    899.65","04-NOV-2025","    409.50","14-AUG-2025"
"TAGOLDINAV","EQ","-","-","-","-"
"TAINWALCHM","EQ","    315.00","21-JAN-2025","    155.00","12-DEC-2025"
"TAJGVK","EQ","    528.10","19-MAR-2025","    330.20","28-JAN-2025"
"TAKE","BE","     35.00","15-DEC-2025","      6.51","01-APR-2025"
"TALBROAUTO","EQ","    343.85","16-DEC-2024","    200.20","03-MAR-2025"
"TANKUP","ST","    817.60","08-DEC-2025","    152.55","07-MAY-2025"
"TANLA","EQ","    794.40","02-JAN-2025","    409.35","03-MAR-2025"
"TAPIFRUIT","SM","    122.00","26-DEC-2024","     68.70","11-DEC-2025"
"TARACHAND","EQ","    103.67","14-OCT-2025","     46.50","30-JAN-2025"
"TARAPUR","BE","     50.85","06-JAN-2025","     21.50","01-SEP-2025"
"TARC","EQ","    215.90","16-DEC-2024","    103.22","17-MAR-2025"
"TARIL","EQ","    648.90","08-JAN-2025","    230.10","11-DEC-2025"
"TARMAT","EQ","     84.99","19-DEC-2024","     45.10","09-MAY-2025"
"TARSONS","EQ","    458.00","27-MAY-2025","    198.00","24-NOV-2025"
"TASILVINAV","EQ","-","-","-","-"
"TASTYBITE","EQ","  11958.00","07-AUG-2025","   7543.40","07-APR-2025"
"TATACAP","EQ","    336.65","17-OCT-2025","    315.10","21-NOV-2025"
"TATACHEM","EQ","   1107.00","24-DEC-2024","    747.00","09-DEC-2025"
"TATACOMM","EQ","   2004.00","16-OCT-2025","   1291.00","04-MAR-2025"
"TATACONSUM","EQ","   1202.80","03-NOV-2025","    882.90","20-DEC-2024"
"TATAELXSI","EQ","   7424.35","16-DEC-2024","   4700.00","07-APR-2025"
"TATAGOLD","EQ","     14.50","11-DEC-2025","      7.14","07-APR-2025"
"TATAINVEST","EQ","   1184.70","03-OCT-2025","    514.52","17-FEB-2025"
"TATAPOWER","EQ","    430.40","16-DEC-2024","    326.35","17-FEB-2025"
